X,Y,Z,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle,z_extractedfirst,x,y
497163.324329082,5419903.82574153,291.839080810547,,"192157937",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","4","0","0","4",0.00029606007687,185.63393981770093,291.839080810547,497163.3243290820,5419903.8257415341
497165.659275721,5419900.93428901,287.672027587891,,"192157937",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","5","0","0","5",0.00033721357004,185.66751536614609,287.672027587891,497165.6592757212,5419900.9342890121
497159.182033879,5419895.74623403,287.788208007812,,"192157937",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","6","0","0","6",0.00043719081745,275.68623438163013,287.788208007813,497159.1820338790,5419895.7462340314
497155.280703335,5419900.58385892,292.394287109375,,"192157937",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""3"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","7","0","0","7",0.00050598863718,309.19979326499811,292.394287109375,497155.2807033346,5419900.5838589249
497163.311678494,5419879.00283541,288.163452148438,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","0","0","0","0",0.00000000000000,21.06936681965591,288.163452148438,497163.3116784939,5419879.0028354125
497172.483554863,5419882.82220888,288.628662109375,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","1","0","0","1",0.00012983990142,111.02788448793827,288.628662109375,497172.4835548630,5419882.8222088823
497173.273616904,5419880.94313668,290.126342773438,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","2","0","0","2",0.00014989607253,111.00503521048911,290.126342773438,497173.2736169040,5419880.9431366818
497175.346812802,5419881.80916309,289.526611328125,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","3","0","0","3",0.00017925131057,111.05981122449271,289.526611328125,497175.3468128017,5419881.8091630926
497177.80477628,5419875.93845926,283.679626464844,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","4","0","0","4",0.00024183565366,201.07844714379289,283.679626464844,497177.8047762802,5419875.9384592595
497166.559691682,5419871.25305316,283.563751220703,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","5","0","0","5",0.00040103078549,291.06515346150695,283.563751220703,497166.5596916821,5419871.2530531613
497163.311678494,5419879.00283541,288.163452148438,,"192157939",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""6"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","6","0","0","6",0.00048367127194,21.06936681965591,288.163452148438,497163.3116784939,5419879.0028354125
497182.168040566,5419857.56084662,287.267486572266,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,21.04107342674735,287.267486572266,497182.1680405656,5419857.5608466249
497187.721000832,5419859.88136492,285.002746582031,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00007862855715,74.58576193444981,285.002746582031,497187.7210008321,5419859.8813649192
497189.288722255,5419860.5364404,284.338989257812,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00010082698052,111.04172994312533,284.338989257813,497189.2887222553,5419860.5364403958
497190.920067043,5419856.64487844,284.395843505859,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00014232746245,201.04121796837916,284.395843505859,497190.9200670427,5419856.6448784368
497183.799381252,5419853.66928259,288.154418945312,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00024315444296,291.04121796734501,288.154418945313,497183.7993812516,5419853.6692825947
497182.168040566,5419857.56084662,287.267486572266,,"192157940",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00028465492489,21.04107342674735,287.267486572266,497182.1680405656,5419857.5608466249
497224.659516684,5419864.48724504,287.272125244141,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,20.62304486454170,287.272125244141,497224.6595166844,5419864.4872450428
497227.875542239,5419865.85295909,287.410522460938,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00004559056920,20.63307452649507,287.410522460938,497227.8755422390,5419865.8529590880
497225.892976449,5419870.4783674,284.957153320312,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00009523903342,20.60940699342903,284.957153320313,497225.8929764490,5419870.4783673985
497236.266296327,5419874.8975326,285.791687011719,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00024232608248,110.61322668876824,285.791687011719,497236.2662963274,5419874.8975326046
497243.684498382,5419857.58562634,285.410400390625,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00042813364422,200.65565754002233,285.410400390625,497243.6844983821,5419857.5856263433
497240.329283477,5419856.16439021,285.412139892578,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00047568866499,290.65269901476864,285.412139892578,497240.3292834769,5419856.1643902119
497238.456440814,5419860.53406247,286.700805664062,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00052259122355,290.62280566292947,286.700805664063,497238.4564408144,5419860.5340624722
497228.222290049,5419856.18152233,287.36572265625,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00066768681273,290.61191483089050,287.36572265625,497228.2222900486,5419856.1815223303
497224.659516684,5419864.48724504,287.272125244141,,"192157941",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00075685956642,20.62304486454170,287.272125244141,497224.6595166844,5419864.4872450428
497225.669204312,5419965.22352618,286.391204833984,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","0","0","0","0",0.00000000000000,97.09940527720858,286.391204833984,497225.6692043121,5419965.2235261789
497230.675635612,5419958.66235863,287.640014648438,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","1","0","0","1",0.00009033028285,97.10756010378869,287.640014648438,497230.6756356119,5419958.6623586342
497231.525554622,5419959.30668686,283.884765625,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","2","0","0","2",0.00010329947711,97.11716331520903,283.884765625,497231.5255546225,5419959.3066868642
497235.002248732,5419954.74723584,285.599700927734,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","3","0","0","3",0.00016604698703,187.10498826284623,285.599700927734,497235.0022487317,5419954.7472358430
497228.107636285,5419949.51484209,287.69970703125,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","4","0","0","4",0.00027127635555,277.09463956074143,287.69970703125,497228.1076362845,5419949.5148420902
497224.806607258,5419953.84076545,287.631866455078,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","5","0","0","5",0.00033083489818,277.10681460889271,287.631866455078,497224.8066072580,5419953.8407654529
497220.557002175,5419950.61913076,284.903442382812,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","6","0","0","6",0.00039568086952,277.11447822579419,284.903442382813,497220.5570021746,5419950.6191307576
497215.374913328,5419957.41383955,285.452941894531,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","7","0","0","7",0.00048920011888,7.10632340342563,285.452941894531,497215.3749133278,5419957.4138395451
497225.669204312,5419965.22352618,286.391204833984,,"233432817",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""19"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","8","0","0","8",0.00064630626134,97.09940527720858,286.391204833984,497225.6692043121,5419965.2235261789
497270.170229406,5419979.53055903,290.891754150391,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","0","0","0","0",0.00000000000000,183.44023456706893,290.891754150391,497270.1702294057,5419979.5305590294
497262.000351743,5419972.39784479,284.728424072266,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","1","0","0","1",0.00012866192133,273.42286916068917,284.728424072266,497262.0003517429,5419972.3978447914
497253.187066279,5419982.4069449,290.714538574219,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","2","0","0","2",0.00027898211292,273.41567020110045,290.714538574219,497253.1870662794,5419982.4069449045
497250.732435664,5419980.26269208,282.727294921875,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","3","0","0","3",0.00031764398044,273.43648174923555,282.727294921875,497250.7324356644,5419980.2626920845
497245.344933147,5419986.39049088,286.567749023438,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","4","0","0","4",0.00040958401524,3.42718476808426,286.567749023438,497245.3449331466,5419986.3904908830
497255.969440841,5419995.67855132,284.035217285156,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","5","0","0","5",0.00057695772883,93.42373862632891,284.035217285156,497255.9694408412,5419995.6785513153
497270.170229406,5419979.53055903,290.891754150391,,"233432819",,,,,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""Hans-Krieg-Stra??e"",""demolished:building""=>""yes""","6","0","0","6",0.00081927784768,183.44023456706893,290.891754150391,497270.1702294057,5419979.5305590294
497283.444810329,5419896.28448558,287.811950683594,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","0","0","0","0",0.00000000000000,306.88853525187204,287.811950683594,497283.4448103289,5419896.2844855767
497280.750089234,5419897.48637217,283.685943603516,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","1","0","0","1",0.00003835205340,337.34845626543461,283.685943603516,497280.7500892338,5419897.4863721672
497281.754884075,5419900.30944598,284.346466064453,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","2","0","0","2",0.00006721119406,357.73409323597883,284.346466064453,497281.7548840753,5419900.3094459772
497281.05988329,5419901.94389566,285.536010742188,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","3","0","0","3",0.00008471376531,20.83428265240445,285.536010742188,497281.0598832905,5419901.9438956566
497290.304909898,5419905.81900955,288.088775634766,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","4","0","0","4",0.00021565058213,110.96456050792756,288.088775634766,497290.3049098984,5419905.8190095536
497291.409586392,5419903.19500239,290.286407470703,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","5","0","0","5",0.00024366789820,147.38262030733657,290.286407470703,497291.4095863918,5419903.1950023947
497293.816469,5419897.48000409,288.494384765625,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","6","0","0","6",0.00030469551490,200.95953406620529,288.494384765625,497293.8164690001,5419897.4800040936
497284.571430999,5419893.60488441,285.927520751953,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","7","0","0","7",0.00043563233173,290.98136383680804,285.927520751953,497284.5714309989,5419893.6048844103
497283.444810329,5419896.28448558,287.811950683594,,"233432820",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""8"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","8","0","0","8",0.00046423250655,306.88853525187204,287.811950683594,497283.4448103289,5419896.2844855767
497273.093260594,5419951.09338208,287.52978515625,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","0","0","0","0",0.00000000000000,275.96949429156354,287.52978515625,497273.0932605938,5419951.0933820773
497267.940240903,5419957.55453572,289.293212890625,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","1","0","0","1",0.00009127852979,309.62111696282346,289.293212890625,497267.9402409026,5419957.5545357196
497267.508384944,5419958.09945117,289.387603759766,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","2","0","0","2",0.00009894794958,6.05520223846404,289.387603759766,497267.5083849440,5419958.0994511703
497277.641579665,5419966.13164091,287.598114013672,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","3","0","0","3",0.00025500620794,95.97328340009312,287.598114013672,497277.6415796650,5419966.1316409055
497283.226459988,5419959.12558189,290.284698486328,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","4","0","0","4",0.00035395412353,185.96936329606055,290.284698486328,497283.2264599878,5419959.1255818922
497278.757011366,5419955.58163456,290.399719238281,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","5","0","0","5",0.00042279168595,242.39965946317162,290.399719238281,497278.7570113664,5419955.5816345634
497273.093260594,5419951.09338208,287.52978515625,,"233432822",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""14"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","6","0","0","6",0.00051001238304,275.96949429156354,287.52978515625,497273.0932605938,5419951.0933820773
497207.637157269,5419950.48108424,287.558013916016,,"233432823",,,,,,,,barn,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","0","0","0","0",0.00000000000000,7.05822308753155,287.558013916016,497207.6371572689,5419950.4810842387
497211.960044653,5419953.76937075,290.313995361328,,"233432823",,,,,,,,barn,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","1","0","0","1",0.00006600878729,97.07442488914232,290.313995361328,497211.9600446534,5419953.7693707505
497219.38185311,5419944.03881067,287.248626708984,,"233432823",,,,,,,,barn,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","2","0","0","2",0.00019994239025,187.11324314188263,287.248626708984,497219.3818531099,5419944.0388106722
497215.058968128,5419940.76163484,287.194976806641,,"233432823",,,,,,,,barn,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","3","0","0","3",0.00026590639558,277.09704134027186,287.194976806641,497215.0589681280,5419940.7616348388
497207.637157269,5419950.48108424,287.558013916016,,"233432823",,,,,,,,barn,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""17"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","4","0","0","4",0.00039977468907,7.05822308753155,287.558013916016,497207.6371572689,5419950.4810842387
497314.30156738,5419880.83995399,287.023010253906,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","0","0","0","0",0.00000000000000,110.06651026647349,287.023010253906,497314.3015673796,5419880.8399539851
497315.289254787,5419878.59396558,287.523254394531,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","1","0","0","1",0.00002429588442,146.21423943331010,287.523254394531,497315.2892547865,5419878.5939655825
497317.857252208,5419872.76773627,288.216339111328,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","2","0","0","2",0.00008736544919,200.01600589076153,288.216339111328,497317.8572522078,5419872.7677362654
497316.516632902,5419872.17921346,288.385437011719,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","3","0","0","3",0.00010641748320,199.96817286435413,288.385437011719,497316.5166329019,5419872.1792134615
497317.10193426,5419870.85608025,286.351959228516,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","4","0","0","4",0.00012075659056,199.99922082714136,286.351959228516,497317.1019342601,5419870.8560802480
497309.431833326,5419867.5026311,285.006561279297,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","5","0","0","5",0.00022972507224,290.07096078935729,285.006561279297,497309.4318333255,5419867.5026310971
497305.298183376,5419876.897985,288.169219970703,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","6","0","0","6",0.00033137397780,20.06013028074388,288.169219970703,497305.2981833757,5419876.8979849964
497314.30156738,5419880.83995399,287.023010253906,,"233432825",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""27"",""addr:postcode""=>""71665"",""addr:street""=>""Heiligkreuzstra??e""","7","0","0","7",0.00045929840861,110.06651026647349,287.023010253906,497314.3015673796,5419880.8399539851
497289.419748641,5419877.92840317,286.753601074219,,"233432826",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","0","0","0","0",0.00000000000000,290.98282094749601,286.753601074219,497289.4197486414,5419877.9284031698
497286.069132277,5419885.88937521,286.124053955078,,"233432826",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","1","0","0","1",0.00008499529399,20.98282094749597,286.124053955078,497286.0691322766,5419885.8893752098
497296.2884969,5419890.16421424,287.694549560547,,"233432826",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","2","0","0","2",0.00022971053161,110.98282094749595,287.694549560547,497296.2884969005,5419890.1642142367
497299.639125295,5419882.2032483,286.873474121094,,"233432826",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","3","0","0","3",0.00031470582559,200.98282094749595,286.873474121094,497299.6391252948,5419882.2032482997
497289.419748641,5419877.92840317,286.753601074219,,"233432826",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""2"",""addr:postcode""=>""71665"",""addr:street""=>""Hessenthalerweg""","4","0","0","4",0.00045942106321,290.98282094749601,286.753601074219,497289.4197486414,5419877.9284031698
497243.596774289,5419976.24208537,283.443176269531,,"233432827",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""21"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","0","0","0","0",0.00000000000000,183.71447860364069,283.443176269531,497243.5967742892,5419976.2420853684
497238.533647995,5419971.86473446,286.422576904297,,"233432827",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""21"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","1","0","0","1",0.00007954351010,273.79841608512010,286.422576904297,497238.5336479948,5419971.8647344606
497237.73577833,5419972.78779135,288.428192138672,,"233432827",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""21"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","2","0","0","2",0.00009324387506,273.82351815026453,288.428192138672,497237.7357783299,5419972.7877913518
497231.632178258,5419967.52165141,284.771148681641,,"233432827",,,,,,,,house,,,,,,,,,,,,,,,"""addr:city""=>""Vaihingen an der Enz"",""addr:country""=>""DE"",""addr:housenumber""=>""21"",""addr:postcode""=>""71665"",""addr:street""=>""L?¶bertstra??e""","3","0","0","3",0.00018908567179,273.74104363241236,284.771148681641,497231.6321782584,5419967.5216514124
